projectid,project_name,project_description,entity_name,entity_current_nt_allocation,latitude,longitude,bay_segment,project_type,project_status,initiation_year,estimated_completion_year,discontinued_year,completion_year,project_costs,nps_load_reduction,ps_load_reduction,total_load_reduction
311,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
312,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
313,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
314,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
315,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
316,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
317,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
318,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
319,,,Manatee County,   5-25 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
320,Multiple restoration projects,need to break out as separate projects,Manatee County,500K-1M,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
321,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
322,,,Manatee County,   < 5 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
323,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
324,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
325,,,Manatee County,   < 5 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
326,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
327,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
328,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
329,,,Manatee County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
330,Public Education and Information,,Manatee County,   5-25 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
331,Florida Yards & Neighborhoods (FY&N) and similar pollution prevention programs,An educational outreach program of the University of Florida Extension.,Pinellas County, 100-250 K,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
332,Training in Green Industries BMPs,Employees from private industry and governmental entities are trained in Green Industries BMPs.,Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
333,"FY&N classes, Water-Wise Awards and Workshops","FY&N classes, Water-Wise Awards and Workshops",Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
334,Participation in workshop,"2003 update: no action yet, no meeting planned",Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
335,Stormwater treatment for redeveloped properties,Pinellas County Code already requires properties being redeveloped to meet appropriate stormwater treatment requirements. 2003 update-no changes,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
336,promote urban compact development,"Pinellas County will participate in the Conference, and will implement recommendations from the conference as is appropriate for the County. 2003 update- no changes",Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
337,BMP's on farms,2003 update: not applicable to Pinellas County Action Plan -marked discontinued.,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
338,Atmospheric deposition studies,2003 update: project completed 2002,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,2002.0,,,,0.0
339,business energy conservation,2003 update - not returned to A. Squires,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
340,Expand sewer service to septic tank users in selected areas,2003 update: Must have cooperation of cities.,Pinellas County,   3M-5M,27.8671474492,-82.3578028485,,Other,Completed,0.0,2010.0,0.0,0.0,,,,0.0
341,Standardized monitoring of wastewater discharges,2003 update: no change.,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
342,define environmental performance or design standards,This action will be revisited following the Healthy Beaches Tampa Bay project (initiated in February 1999). 2003 update: not returned,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
343,Benthic monitoring,2003 update: nothing has changed,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
344,Promoto proper hazardous waste disposal,2003 update: educational activities are part of the Pinellas County pollution preventioon program.,Pinellas County,  50-100 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
345,Toxic Contaminants Reduction,Year 2000 revisions/updates: Update pending receipt of  information regarding Good Mate Marina Program. 2003 update: educational activities are part of the Pinellas County pollution prevention program.,Pinellas County,  50-100 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
346,,Not applicable to Pinellas County,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
347,Reduction in municipal sewer overflows,,Pinellas County,  5M-10M,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
348,Sewage pump-out facilities,2003 update: Educational activities are part of the Pinellas County pollution prevention program.,Pinellas County,  50-100 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
349,Clean Marina Program,"Update pending receipt of information on the Good 
Mate Marina Program (which Pinellas is participating 
in). 2003 update-no additional information provided.",Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Hybrid,Completed,0.0,0.0,0.0,0.0,,,,0.0
350,development of standardized mitigation guidelines,Pinellas County participated on the task force to develop new standardized mitigation guidelines.,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,2000.0,,,,0.0
351,Seagrass scar reduction efforts,Pinellas County has completed 7 years of monitoring of success of our prop scar prevention program at Ft. DeSoto and Boca Ciega Bay.,Pinellas County,  50-100 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,1997.0,,,,0.0
352,Reduce impacts to hard-bottom communities,Year 2000 revisions/updates:   Still awaiting study of hard bottoms to find if there are any in Pinellas County waters.,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
353,vehicle access along causeways,"Gandy Bridge Causeway has been converted to a linear park, and ramps and canoe launch areas are currently under design.",Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
354,Protect the Waterfront,Part of the FY&N cirriculum.,Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
355,compliance with and enforcement of wetland permits,Pinellas County will participate in the workshop and consider recommendations from the workshop for implementation.,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
356,Seagrass Transect Monitoring,"Baywide seagrass conditions monitoring program as been implemented by Hillsborough, Manatee and Pinellas counties, City of Tampa, SWFWMD, EPCHC and FMRI.",Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
357,Minimum seasonal freshwater inflows,Pinellas County has no waters for which SWFWMD plans to develop MLFs within County borders. Watershed management plans include reestablishing the natural timing and volume of streamflows.,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
358,Pinellas County on-water enforcement,"Year 2000 revisions/updates: Update pending.  Pinellas County has no direct action to take, but workshops we were to participate in to consider funding options for enforcement have not taken place. Year 2003 update: gmistyapbasepincofw104onwaterenforc",Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
359,,,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
360,,Pinellas County will participate in these activities as appropriate. Year 2000 Update: No change.,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
361,,,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
362,,,Pinellas County,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
363,Pollution prevention programs,Pinellas County will distribute educational material and offers use of the County's local government access TV channel for public service announcements. 2003 update: educational activities are part of the Pinellas County pollution prevention program.,Pinellas County,  50-100 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
364,Support for FY&N Program,"(FY&N) is an educational outreach program of the University of Florida Cooperative Extension Service. Two neighborhoods involved in the FY&N program, with a total of 1200 acres",City of St. Petersburg,   5-25 K,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,1995.0,0.0,0.0,0.0,,,,0.0
365,Assist businesses in implementing BMPs to reduce stormwater pollution,"Developed and administer an erosion and sediment control training/outreach program for construction site operators, including a construction site inspection checklist that is issued to and reviewed with all appropriate permit applicants.",City of St. Petersburg,  25-50 K,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,1998.0,0.0,0.0,0.0,,,,0.0
366,Low Impact Development,"St. Petersburg has completed testing of the use of grassy alleys, and have concluded that they cannot cost-effectively install and maintain grass-like alleys. Will continue to monitor turf grass advancements for consideration in the future.",City of St. Petersburg,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,2005.0,0.0,,,,0.0
367,Urban retrofit projects,"The Local Stormwater Ordinance has been amended to require redevelopments in excess of 3000 square feet to retrofit the site for stormwater treatment, for the respective portion on the site being developed.",City of St. Petersburg,  50-100 K,27.79,-82.442,Middle Tampa Bay,Hybrid,Completed,1998.0,0.0,0.0,2004.0,,396.0,,396.0
368,Promote Business Energy Conservation,"2003 update: 'This goal can be eliminated',",City of St. Petersburg,  5M-10M,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,2005.0,0.0,,,,0.0
369,Expand and Improve Reclaimed Water System,"Continuing evaluation for storing reclaimed in the aquifer, recovery and expansion of reuse sytem. Background testing of ASR well completed in 2001.",City of St. Petersburg,  5M-10M,27.79,-82.442,All Segments,Other,Completed,2000.0,0.0,0.0,0.0,,,,0.0
370,Expand central sewer system to areas served by septic tanks,"The City continues to monitor those properties with septic tanks.  At this time, less than 100 properties are identified as having septic tanks.",City of St. Petersburg,  50-100 K,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,2000.0,2008.0,0.0,0.0,,,,0.0
371,Require standardized monitoring of wastewater discharges,"The Grease Management Ordinance originally adopted by City Council in June, 2002 will be revisited in the coming pretreatment year to refine various aspects of the program to make implementation and enforcement procedures easier to perform and track.",City of St. Petersburg, 100-250 K,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,1995.0,0.0,0.0,0.0,,,,0.0
372,Improve opportunities for hazardous waste disposal,The City of St. Petersburg co-sponsors annual household chemical waste collection events with Pinellas County to educate and provide opportunities for the public to dispose of environmentally hazardous material properly.,City of St. Petersburg,  25-50 K,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,1995.0,0.0,0.0,0.0,,,,0.0
373,Identify overflow areas and address them in their maintenance plan,The City of St. Petersburg has continued to implement the recommendations contained in the Sanitary Sewer Evaluation Study SSES document produced in 1998.,City of St. Petersburg,  5M-10M,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,1995.0,2008.0,0.0,0.0,,,,0.0
374,Establish water quality standards for saltwater beaches,From March through October water samples are collected weekly from North Shore and Maximo Beach and are analyzed for fecal and total coliform.  These beaches are sampled monthly November through February.,City of St. Petersburg,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,1995.0,0.0,0.0,0.0,,,,0.0
375,Four separate restoration projects,Four separate restoration projects totalling 20 acres,City of St. Petersburg,500K-1M,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,1999.0,0.0,0.0,0.0,,,,0.0
376,,The City of St. Petersburg has enhanced its waterway enforcement of environmental regulations with daily patrols of its 180 miles of shoreline and 84 square miles of roadway.,City of St. Petersburg,  25-50 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
377,Develop and implement a long-term dredge maintenance program for seventeen small boat channels,Develop and implement a long-term dredge maintenance program for seventeen small boat channels surrounding its shoreline,City of St. Petersburg,   3M-5M,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,1995.0,0.0,0.0,0.0,,,,0.0
378,Integrated Vessel Tracking System,"In June 1998, St. Petersburg allocated $500,000 in funds left over from a port development grant to finance the VTIS system. The Tampa Port Authority is also providing a significant portion of the operating costs of the system.",City of St. Petersburg,  5M-10M,27.79,-82.442,All Segments,Other,Completed,1995.0,0.0,0.0,0.0,,,,0.0
379,,,SWFWMD,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
380,,,SWFWMD,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
381,,,SWFWMD,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
382,,,SWFWMD,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
383,,,SWFWMD,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
384,,,SWFWMD,   >10M,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
385,,,SWFWMD, 100-250 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
386,,,SWFWMD,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
387,,,SWFWMD,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
388,,,SWFWMD,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
390,,,SWFWMD,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
391,,,SWFWMD, 100-250 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
392,,,SWFWMD,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
393,Public Involvement and Education,,SWFWMD,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
394,Stormwater Pollution Prevention Plan (SWPPP),educational program to its tenants in regard to proper practices to reduce discharges of contaminants through stormwater. Updates through 2010 in attached desc file.,Tampa Port Authority, 100-500 K,28.019236,-82.21548,Hillsborough Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
395,Master Plan/Strategic Plan,2003 Update in attached desc file. 2005-2010 update included also.,Tampa Port Authority,Not Listed,28.019236,-82.21548,Hillsborough Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
396,Address hot spots of contamination,Part of the Portâ€™s long-term maintenance dredging permit compliance. 2005-2010 update in desc file.,Tampa Port Authority,  25-50 K,28.019236,-82.21548,Hillsborough Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
397,Reduce pollution from recreational boaters,The TPA encourages incorporation of the FDEPâ€™s Clean Marina program and marina siting via its marine construction permitting program. 2005-2010 update in desc file.,Tampa Port Authority,  50-100 K,28.019236,-82.21548,Hillsborough Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
398,Install pump-out facilities for recreational and live-aboards,The Tampa Port Authority requires USCG approved pump-out facilities at all public marinas located on sovereign lands under TPA lease.,Tampa Port Authority,Not Listed,28.019236,-82.21548,Hillsborough Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
399,Multiple habitat restoration and protection projects,2003 update in attached file. 2005-2010 update included also.,Tampa Port Authority, 250-500 K,28.019236,-82.21548,Hillsborough Bay,Other,Completed,0.0,0.0,0.0,2004.0,,,,0.0
400,Establish and implement mitigation criteria,,Tampa Port Authority,Not Listed,28.019236,-82.21548,Hillsborough Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
401,Restrict impacts to hard-bottom communities in Tampa Bay,"The Tampa Port Authority maintains close liaison with EPCHC, SWFWMD, FDEP and ACOE in regard to protection of hard-bottom communities in Hillsborough County through its permit program.",Tampa Port Authority,Not Listed,28.019236,-82.21548,Hillsborough Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
402,Encourage waterfront homeowners to enhance shorelines and limit runoff,"The Tampa Port Authority Marine Construction Permitting has established rules designed to encourage shoreline stabilization via native plants, rip-rap materials, etc. as opposed to vertical seawalls.",Tampa Port Authority,   5-25 K,28.019236,-82.21548,Hillsborough Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
403,Improve compliance with and enforcement of wetland permits,Covered through overall cost of TPA Marine Construction Permitting/Sovereign Lands Management Program. 2003 update and 2005-2010 in desc file.,Tampa Port Authority,Not Listed,28.019236,-82.21548,Hillsborough Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
404,Develop a long-term dredging and dredged material plan for Tampa Bay,Tampa Port Authorityâ€™s 25-year FDEP permit includes an approved Dredge Management Plan that is reviewed every 5 years. 2003 Update and 2005-2010 update in desc file attached.,Tampa Port Authority,   5-25 K,28.019236,-82.21548,Hillsborough Bay,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
405,Establish an integrated ship tracking system and permanently fund PORTS,Tampa Port Authority financially supports and provides technical assistance for enhancing navigational safety through the Physical Oceanographic Real-Time System (PORTS). 2005-2010 update in desc file also.,Tampa Port Authority, 250-500 K,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
406,,,Tampa Port Authority,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
407,Total Maximum Daily Loads (TMDLs) for Tampa Bay segments,"FDEP and EPA have incorporated the Tampa Bay Nitrogen Management Strategy into nitrogen Total Maximum Daily Loads (TMDLs) for Tampa Bay segments, one of the first approved TMDLs for Florida.",FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
408,Stormwater Permitting program,"Through its Stormwater Permitting program, FDEP works with partner agencies, local governments and others to develop appropriate stormwater treatment systems for sites that are expected to be sources of high nitrogen runoff.",FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
409,Hillsborough River Integration and Coordination Committee (HRICC),"FDEP will continue to lead the Hillsborough River Integration and Coordination Committee (HRICC), which was formed in 1995 in response to legislative initiation of the â€œHillsborough River and Bay Ecosystem Demonstration Project.""",FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
410,Blue Sink,FDEP is the lead agency in the 1998 reapplication for an EPA Sustainable Development Challenge Grant to support the restoration of Blue Sink  (the 1997 application was denied).,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,1998.0,0.0,0.0,0.0,,,,0.0
411,Alafia River Task Force (ARTF),"In May 1992, the FDEP convened the Alafia River Task Force (ARTF) to make recommendations for point and non-point source nutrient and pollutant load reductions and pro-active river restoration projects.",FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,1992.0,0.0,0.0,0.0,,,,0.0
412,FDEP Phosphate Management Program,"On December 7, 1997 Mulberry Phosphate, Inc. (MPI) discharged approximately 50 to 60 million gallons of acidic process wastewater into Skinned Sapling Creek and the North Prong of the Alafia River.",FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
414,Florida Yards & Neighborhoods support,"Florida  Yards & Neighborhoods Program (FY&N) is an educational outreach program of the University of Florida Cooperative Extension Service.
Year 2000 Update/revisions:No Change.",FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
415,P2 Stormwater Pollution Prevention Program,"P2 will provide free, non-regulatory information and assistance regarding industrial processes for source reduction, waste minimization and on-site recycling, and on-site technical assistance.",FDEP,Not Listed,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
416,Promote use of porus surfaces,FDEP Bureau of Submerged Lands and Environmental Resources continues to encourage the minimization of proposed paved areas and where possible.,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
417,Support retrofitting existing stormwater sources,FDEP Bureau of Submerged Lands and Environmental Resources continues to require retrofitting of existing stormwater sources to the extent property development proposes to change runoff or drainage patterns.,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
418,Promote Brownfield development,Year 2000 Update: FDEP continues to promote Brownfield development to discourage new development of natural undisturbed areas and curtail urban sprawl.,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
419,Support consent orders for clean up of fertilizer facilities,"FDEP IW will submit annual status reports on CSXT, PDBT and EAT, and implementation of the Consent Orders is expected to be complete within 5 years. 2003 update:Verification of final completion of required actions will be provided.",FDEP,Not Listed,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,2000.0,,,,0.0
420,Support Best Management Practices on Farms,Several projects implemented to support BMPs on farms.,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
421,Support of Atmospheric Deposition,"Office of Air Programs Communication and Outreach in Tallahassee addresses air and energy issues, including promotion of business and public energy conservation.",FDEP,Not Listed,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
422,Support of public and business energy conservation,"FDEP developed curriculum for students focusing on how to be more conscious of the environment and how individual actions impact the environment (air, water, and waste)",FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
423,Support of reclaimed where it benefits the Bay,"The encouragement and promotion of water reuse have been established in Chapters 403 and 373, Florida Statutes, as formal state objectives.",FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
424,Tampa Water Resource Recovery Project,,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
425,Hillsborough County Reclaimed Aquifer Storage and Recovery (ASR),Aquifer storage and recovery of reclaimed water from the Northwest Regional Water Reclamation Facility to enhance the reuse capacity.,FDEP,Not Listed,27.8671474492,-82.3578028485,,Point Source,Completed,0.0,0.0,2005.0,0.0,,,9.66,9.66
426,NPDES permitting authority,,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
427,FDEP Surface Water Assessments,,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
428,Require standardized monitoring of wasterwater discharges,"FDEP data entry has been centralized for discharge monitoring report (DMR) data for dischargers to state surface waters, and it is entered within 30 days of submittal.",FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
429,Support for design standards for septic systems,"FDEP recommends working with DOH on the development of this plan, which might include an Environmental Septage Design Standards and Monitoring Activities Workshop.",FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
430,Residuals and Septage Tracking and Compliance (RETRACE),,FDEP,Not Listed,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
431,United States Coast Guard (USCG) Battery Project,,FDEP,Not Listed,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
432,Household Hazardous Waste (HHW),,FDEP,Not Listed,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
433,Clean Marina Program,,FDEP,Not Listed,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
434,Support for IPM,"In response to aerial spraying to control medflies, FDEPâ€™s Water Quality Assessment Section and Technical Services staff have been, and will continue to be, involved in monitoring Malathion for surface water exceedances.",FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
435,Maintenance plans identifying overflow areas within their sewage collection systems,"The FDEP and TBEP will establish a task force to review current policies relating to sewer overflows, suggest improvements, and develop basic guidelines for improved operation and maintenance.",FDEP,Not Listed,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
436,Healthy Beaches Tampa Bay,,FDEP,Not Listed,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
437,,,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
438,Support Implement Mitigation Criteria for Tampa Bay,"FDEP have and will continue to participate directly in the FDOT mitigation process, review all mitigation permits, and implement restoration-site mitigation projects.",FDEP,Not Listed,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
439,,,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,2006.0,0.0,,,,0.0
440,Support reduction of propeller scarring,Implementation of projects to reduce propeller scarring,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
441,Restrict impacts to hard-bottom communities,Resources permitting staff continues to follow guidelines aimed at reducing propeller scarring of seagrasses. 2003 Update includes specific mitigation site information.,FDEP,Not Listed,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
442,Improve management of parking and vehicle access along causeways,Permitting staff participate in the selection of coastal areas to be recommended as restricted or no vehicle access.,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
443,Support waterfront homeowners enhancement of shorelines and limit runoff,"Permitting staff continues to encourage the construction of vegetated buggers, swale and berms, and native planting to reduce pollutant discharge and to capture ad retain runoff.",FDEP,Not Listed,27.79,-82.442,All Segments,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
444,Improve compliance with and enforcement of wetland permits,Permitting staff continues to strive to improve compliance and enforcement of permits that authorize wetland impacts.,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
445,,,FDEP,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
